0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5,Idx,Period M1,FMA M1,SLMA M1,550MA M1,DeltaC M1,Macd M1,Plot2 M1,Plot3 M1,Plot4 M1,SNIPER H1,SNIPER M15,SNIPER M5,SNIPER M1,RCNT HIGHEST H1,RCNT LOWEST H1,RCNT HIGHEST M15,RCNT LOWEST M15,RCNT HIGHEST M5,RCNT LOWEST M5,RCNT HIGHEST M1,RCNT LOWEST M1
286,2024.07.29 01:00:00,1.08553,1.08544,1.08508,Positive,0.0001751,-0.0002766,-0.0004385,-0.0005935,286,2024.08.09 00:15:00,1.09140,1.09153,1.08766,Negative,0.0001259,-0.0003253,-0.0001790,-0.0002334,286,2024.08.13 00:05:00,1.09295,1.09291,1.09214,Positive,-0.0000060,0.0001200,0.0001149,0.0001609,286,2024.08.13 19:13:00,1.09552,1.09541,1.09360,Positive,0.0001908,0.0001029,0.0000896,0.0001382,99,55,42,99,0,0,0,0,0,0,0,0
287,2024.07.27 00:00:00,1.08552,1.08543,1.08508,Positive,0.0001991,-0.0002886,-0.0004457,-0.0006023,287,2024.08.09 00:00:00,1.09139,1.09153,1.08765,Negative,0.0001364,-0.0003346,-0.0001799,-0.0002343,287,2024.08.13 00:00:00,1.09295,1.09291,1.09214,Positive,-0.0000009,0.0001240,0.0001163,0.0001626,287,2024.08.13 19:12:00,1.09550,1.09539,1.09360,Positive,0.0002003,0.0000958,0.0000874,0.0001354,99,87,68,99,0,0,0,0,0,0,0,0
288,2024.07.26 23:00:00,1.08552,1.08542,1.08508,Positive,0.0002411,-0.0002972,-0.0004518,-0.0006097,288,2024.08.08 23:45:00,1.09138,1.09153,1.08764,Negative,0.0001477,-0.0003442,-0.0001809,-0.0002352,288,2024.08.12 23:55:00,1.09296,1.09291,1.09214,Positive,0.0000127,0.0001300,0.0001182,0.0001652,288,2024.08.13 19:11:00,1.09547,1.09537,1.09359,Positive,0.0002013,0.0000859,0.0000843,0.0001316,99,94,87,99,0,0,0,0,0,0,0,0
289,2024.07.26 22:00:00,1.08550,1.08541,1.08508,Positive,0.0002658,-0.0003131,-0.0004600,-0.0006199,289,2024.08.08 23:30:00,1.09135,1.09153,1.08764,Negative,0.0001315,-0.0003618,-0.0001841,-0.0002392,289,2024.08.12 23:50:00,1.09295,1.09291,1.09213,Positive,-0.0000018,0.0001279,0.0001176,0.0001643,289,2024.08.13 19:10:00,1.09545,1.09536,1.09359,Positive,0.0002037,0.0000762,0.0000814,0.0001280,99,89,75,99,0,0,0,0,0,0,0,0
290,2024.07.26 21:00:00,1.08548,1.08538,1.08508,Positive,0.0003036,-0.0003270,-0.0004676,-0.0006293,290,2024.08.08 23:15:00,1.09133,1.09152,1.08763,Negative,0.0001191,-0.0003776,-0.0001866,-0.0002421,290,2024.08.12 23:45:00,1.09294,1.09290,1.09213,Positive,-0.0000069,0.0001290,0.0001180,0.0001648,290,2024.08.13 19:09:00,1.09542,1.09534,1.09358,Positive,0.0002049,0.0000660,0.0000785,0.0001244,99,78,50,99,0,0,0,0,0,0,0,0
291,2024.07.26 20:00:00,1.08544,1.08535,1.08507,Positive,0.0003076,-0.0003523,-0.0004786,-0.0006430,291,2024.08.08 23:00:00,1.09130,1.09151,1.08762,Negative,0.0001036,-0.0003936,-0.0001890,-0.0002448,291,2024.08.12 23:40:00,1.09294,1.09290,1.09213,Positive,-0.0000164,0.0001292,0.0001182,0.0001649,291,2024.08.13 19:08:00,1.09539,1.09532,1.09358,Positive,0.0002034,0.0000549,0.0000754,0.0001205,99,56,0,99,0,0,0,0,0,0,0,0
292,2024.07.26 19:00:00,1.08537,1.08532,1.08507,Positive,0.0002595,-0.0003923,-0.0004940,-0.0006624,292,2024.08.08 22:45:00,1.09128,1.09151,1.08761,Negative,0.0000792,-0.0004111,-0.0001916,-0.0002479,292,2024.08.12 23:35:00,1.09294,1.09290,1.09213,Positive,-0.0000263,0.0001298,0.0001184,0.0001652,292,2024.08.13 19:07:00,1.09535,1.09529,1.09358,Positive,0.0001935,0.0000415,0.0000717,0.0001159,99,12,0,99,0,0,0,0,0,0,0,0
293,2024.07.26 18:00:00,1.08535,1.08530,1.08507,Positive,0.0002717,-0.0004139,-0.0005033,-0.0006739,293,2024.08.08 22:30:00,1.09126,1.09151,1.08761,Negative,0.0000673,-0.0004240,-0.0001925,-0.0002488,293,2024.08.12 23:30:00,1.09294,1.09289,1.09213,Positive,-0.0000314,0.0001322,0.0001192,0.0001662,293,2024.08.13 19:06:00,1.09532,1.09527,1.09357,Positive,0.0001760,0.0000264,0.0000676,0.0001108,98,24,0,98,0,0,0,0,0,0,0,0
294,2024.07.26 17:00:00,1.08532,1.08527,1.08507,Positive,0.0003036,-0.0004313,-0.0005112,-0.0006835,294,2024.08.08 22:15:00,1.09124,1.09151,1.08760,Negative,0.0000501,-0.0004376,-0.0001935,-0.0002498,294,2024.08.12 23:25:00,1.09295,1.09290,1.09213,Positive,-0.0000262,0.0001377,0.0001210,0.0001684,294,2024.08.13 19:05:00,1.09528,1.09525,1.09357,Positive,0.0001622,0.0000133,0.0000643,0.0001067,97,37,1,96,0,0,0,0,0,0,0,0
295,2024.07.26 16:00:00,1.08524,1.08523,1.08507,Positive,0.0002473,-0.0004744,-0.0005269,-0.0007032,295,2024.08.08 22:00:00,1.09122,1.09151,1.08759,Negative,0.0000224,-0.0004531,-0.0001949,-0.0002512,295,2024.08.12 23:20:00,1.09296,1.09291,1.09213,Positive,-0.0000040,0.0001476,0.0001240,0.0001723,295,2024.08.13 19:04:00,1.09525,1.09523,1.09356,Positive,0.0001433,-0.0000007,0.0000609,0.0001024,95,49,2,93,0,0,0,0,0,0,0,0
296,2024.07.26 15:00:00,1.08520,1.08521,1.08507,Positive,0.0002167,-0.0005081,-0.0005392,-0.0007186,296,2024.08.08 21:45:00,1.09120,1.09151,1.08759,Negative,0.0000060,-0.0004640,-0.0001946,-0.0002505,296,2024.08.12 23:15:00,1.09297,1.09291,1.09212,Positive,0.0000061,0.0001530,0.0001256,0.0001743,296,2024.08.13 19:03:00,1.09522,1.09521,1.09356,Positive,0.0001263,-0.0000132,0.0000581,0.0000990,91,50,5,87,0,0,0,0,0,0,0,0
297,2024.07.26 14:00:00,1.08515,1.08520,1.08506,Positive,0.0001693,-0.0005452,-0.0005524,-0.0007349,297,2024.08.08 21:30:00,1.09117,1.09151,1.08758,Negative,-0.0000527,-0.0004853,-0.0001974,-0.0002538,297,2024.08.12 23:10:00,1.09298,1.09291,1.09212,Positive,0.0000190,0.0001587,0.0001272,0.0001763,297,2024.08.13 19:02:00,1.09519,1.09519,1.09356,Positive,0.0001089,-0.0000250,0.0000556,0.0000960,82,0,11,75,0,0,0,0,0,0,0,0
298,2024.07.26 13:00:00,1.08512,1.08518,1.08506,Negative,0.0001543,-0.0005715,-0.0005618,-0.0007464,298,2024.08.08 21:15:00,1.09116,1.09152,1.08757,Negative,-0.0000800,-0.0004951,-0.0001963,-0.0002520,298,2024.08.12 23:05:00,1.09298,1.09290,1.09212,Positive,0.0000289,0.0001630,0.0001283,0.0001776,298,2024.08.13 19:01:00,1.09516,1.09517,1.09355,Positive,0.0000840,-0.0000379,0.0000529,0.0000928,65,0,22,50,0,0,0,0,0,0,0,0
299,2024.07.26 12:00:00,1.08510,1.08518,1.08506,Negative,0.0001572,-0.0005926,-0.0005693,-0.0007554,299,2024.08.08 21:00:00,1.09116,1.09153,1.08757,Negative,-0.0001045,-0.0005025,-0.0001943,-0.0002490,299,2024.08.12 23:00:00,1.09298,1.09290,1.09212,Positive,0.0000290,0.0001641,0.0001283,0.0001776,299,2024.08.13 19:00:00,1.09513,1.09516,1.09355,Positive,0.0000612,-0.0000491,0.0000510,0.0000905,52,0,24,0,0,0,0,0,0,0,0,0
300,2024.07.26 11:00:00,1.08511,1.08520,1.08506,Negative,0.0001832,-0.0006079,-0.0005749,-0.0007619,300,2024.08.08 20:45:00,1.09115,1.09154,1.08756,Negative,-0.0001486,-0.0005137,-0.0001934,-0.0002474,300,2024.08.12 22:55:00,1.09298,1.09290,1.09212,Positive,0.0000410,0.0001685,0.0001293,0.0001789,300,2024.08.13 18:59:00,1.09512,1.09516,1.09355,Negative,0.0000475,-0.0000566,0.0000503,0.0000898,79,0,49,0,0,0,0,0,0,0,0,0
301,2024.07.26 10:00:00,1.08512,1.08520,1.08506,Positive,0.0002360,-0.0006176,-0.0005786,-0.0007659,301,2024.08.08 20:30:00,1.09115,1.09156,1.08755,Negative,-0.0001884,-0.0005212,-0.0001911,-0.0002441,301,2024.08.12 22:50:00,1.09298,1.09290,1.09212,Positive,0.0000393,0.0001685,0.0001290,0.0001784,301,2024.08.13 18:58:00,1.09511,1.09515,1.09354,Negative,0.0000395,-0.0000619,0.0000504,0.0000902,99,0,49,0,0,0,0,0,0,0,0,0
302,2024.07.26 09:00:00,1.08511,1.08520,1.08506,Positive,0.0002695,-0.0006356,-0.0005848,-0.0007731,302,2024.08.08 20:15:00,1.09115,1.09157,1.08755,Negative,-0.0002191,-0.0005241,-0.0001872,-0.0002387,302,2024.08.12 22:45:00,1.09298,1.09289,1.09211,Positive,0.0000499,0.0001719,0.0001297,0.0001792,302,2024.08.13 18:57:00,1.09510,1.09515,1.09354,Negative,0.0000410,-0.0000642,0.0000515,0.0000919,98,0,99,0,0,0,0,0,0,0,0,0
303,2024.07.26 08:00:00,1.08506,1.08517,1.08506,Negative,0.0002574,-0.0006679,-0.0005953,-0.0007858,303,2024.08.08 20:00:00,1.09113,1.09158,1.08754,Negative,-0.0002939,-0.0005370,-0.0001863,-0.0002371,303,2024.08.12 22:40:00,1.09297,1.09289,1.09211,Positive,0.0000585,0.0001742,0.0001300,0.0001795,303,2024.08.13 18:56:00,1.09509,1.09515,1.09354,Negative,0.0000351,-0.0000686,0.0000521,0.0000928,96,0,99,0,0,0,0,0,0,0,0,0
304,2024.07.26 07:00:00,1.08501,1.08514,1.08506,Negative,0.0002280,-0.0007045,-0.0006067,-0.0007998,304,2024.08.08 19:45:00,1.09113,1.09160,1.08753,Negative,-0.0003606,-0.0005436,-0.0001832,-0.0002328,304,2024.08.12 22:35:00,1.09297,1.09288,1.09211,Positive,0.0000697,0.0001768,0.0001304,0.0001799,304,2024.08.13 18:55:00,1.09508,1.09514,1.09353,Negative,0.0000230,-0.0000743,0.0000523,0.0000934,92,0,99,0,0,0,0,0,0,0,0,0
305,2024.07.26 06:00:00,1.08495,1.08512,1.08506,Negative,0.0001861,-0.0007434,-0.0006185,-0.0008142,305,2024.08.08 19:30:00,1.09116,1.09163,1.08753,Negative,-0.0004017,-0.0005396,-0.0001767,-0.0002239,305,2024.08.12 22:30:00,1.09297,1.09287,1.09211,Positive,0.0000779,0.0001780,0.0001303,0.0001797,305,2024.08.13 18:54:00,1.09507,1.09514,1.09353,Negative,0.0000083,-0.0000800,0.0000525,0.0000940,85,0,99,0,0,0,0,0,0,0,0,0
306,2024.07.26 05:00:00,1.08491,1.08510,1.08506,Negative,0.0001636,-0.0007753,-0.0006278,-0.0008253,306,2024.08.08 19:15:00,1.09119,1.09168,1.08752,Negative,-0.0004434,-0.0005332,-0.0001694,-0.0002141,306,2024.08.12 22:25:00,1.09295,1.09286,1.09211,Positive,0.0000710,0.0001747,0.0001288,0.0001777,306,2024.08.13 18:53:00,1.09505,1.09513,1.09353,Negative,-0.0000116,-0.0000864,0.0000527,0.0000944,71,0,98,0,0,0,0,0,0,0,0,0
307,2024.07.26 04:00:00,1.08485,1.08508,1.08506,Negative,0.0001030,-0.0008167,-0.0006396,-0.0008397,307,2024.08.08 19:00:00,1.09123,1.09172,1.08752,Negative,-0.0004778,-0.0005224,-0.0001607,-0.0002024,307,2024.08.12 22:20:00,1.09294,1.09285,1.09211,Positive,0.0000723,0.0001740,0.0001281,0.0001767,307,2024.08.13 18:52:00,1.09505,1.09513,1.09352,Negative,-0.0000267,-0.0000904,0.0000537,0.0000960,43,0,97,0,0,0,0,0,0,0,0,0
308,2024.07.26 03:00:00,1.08481,1.08506,1.08506,Negative,0.0000658,-0.0008489,-0.0006482,-0.0008498,308,2024.08.08 18:45:00,1.09125,1.09175,1.08751,Negative,-0.0005353,-0.0005157,-0.0001533,-0.0001924,308,2024.08.12 22:15:00,1.09294,1.09284,1.09210,Positive,0.0000780,0.0001743,0.0001277,0.0001762,308,2024.08.13 18:51:00,1.09504,1.09513,1.09352,Negative,-0.0000466,-0.0000949,0.0000547,0.0000975,3,0,94,0,0,0,0,0,0,0,0,0
309,2024.07.26 02:00:00,1.08480,1.08507,1.08506,Negative,0.0000439,-0.0008754,-0.0006546,-0.0008571,309,2024.08.08 18:30:00,1.09126,1.09178,1.08750,Negative,-0.0006425,-0.0005191,-0.0001489,-0.0001865,309,2024.08.12 22:10:00,1.09292,1.09283,1.09210,Positive,0.0000730,0.0001714,0.0001264,0.0001743,309,2024.08.13 18:50:00,1.09504,1.09513,1.09352,Negative,-0.0000601,-0.0000966,0.0000566,0.0001002,7,0,89,0,0,0,0,0,0,0,0,0
310,2024.07.26 01:00:00,1.08481,1.08509,1.08506,Negative,0.0000591,-0.0008910,-0.0006574,-0.0008597,310,2024.08.08 18:15:00,1.09130,1.09182,1.08750,Negative,-0.0007120,-0.0005064,-0.0001395,-0.0001739,310,2024.08.12 22:05:00,1.09291,1.09282,1.09210,Positive,0.0000716,0.0001698,0.0001254,0.0001730,310,2024.08.13 18:49:00,1.09503,1.09514,1.09351,Negative,-0.0000775,-0.0000986,0.0000585,0.0001029,14,0,79,0,0,0,0,0,0,0,0,0
311,2024.07.26 00:00:00,1.08483,1.08512,1.08506,Negative,0.0001000,-0.0009007,-0.0006581,-0.0008596,311,2024.08.08 18:00:00,1.09133,1.09186,1.08749,Negative,-0.0007974,-0.0004941,-0.0001302,-0.0001615,311,2024.08.12 22:00:00,1.09289,1.09281,1.09210,Positive,0.0000586,0.0001651,0.0001235,0.0001704,311,2024.08.13 18:48:00,1.09504,1.09514,1.09351,Negative,-0.0000884,-0.0000978,0.0000613,0.0001068,29,0,59,0,0,0,0,0,0,0,0,0
312,2024.07.25 23:00:00,1.08486,1.08514,1.08506,Negative,0.0001528,-0.0009095,-0.0006585,-0.0008589,312,2024.08.08 17:45:00,1.09137,1.09190,1.08748,Negative,-0.0008939,-0.0004800,-0.0001204,-0.0001484,312,2024.08.12 21:55:00,1.09288,1.09280,1.09210,Positive,0.0000513,0.0001625,0.0001223,0.0001688,312,2024.08.13 18:47:00,1.09504,1.09515,1.09351,Negative,-0.0000959,-0.0000955,0.0000646,0.0001113,59,0,41,0,0,0,0,0,0,0,0,0
313,2024.07.25 22:00:00,1.08487,1.08515,1.08506,Negative,0.0002078,-0.0009207,-0.0006594,-0.0008590,313,2024.08.08 17:30:00,1.09144,1.09197,1.08748,Negative,-0.0009877,-0.0004598,-0.0001087,-0.0001330,313,2024.08.12 21:50:00,1.09287,1.09279,1.09210,Positive,0.0000525,0.0001626,0.0001219,0.0001683,313,2024.08.13 18:46:00,1.09505,1.09516,1.09351,Negative,-0.0001081,-0.0000940,0.0000676,0.0001156,92,0,29,0,0,0,0,0,0,0,0,0
314,2024.07.25 21:00:00,1.08486,1.08515,1.08506,Negative,0.0002536,-0.0009373,-0.0006618,-0.0008611,314,2024.08.08 17:15:00,1.09156,1.09206,1.08747,Negative,-0.0010086,-0.0004147,-0.0000895,-0.0001077,314,2024.08.12 21:45:00,1.09287,1.09279,1.09209,Positive,0.0000583,0.0001639,0.0001219,0.0001682,314,2024.08.13 18:45:00,1.09506,1.09517,1.09350,Negative,-0.0001171,-0.0000910,0.0000712,0.0001205,93,0,49,0,0,0,0,0,0,0,0,0
315,2024.07.25 20:00:00,1.08479,1.08511,1.08506,Negative,0.0002411,-0.0009721,-0.0006697,-0.0008702,315,2024.08.08 17:00:00,1.09170,1.09217,1.08747,Negative,-0.0010186,-0.0003651,-0.0000692,-0.0000811,315,2024.08.12 21:40:00,1.09288,1.09279,1.09209,Positive,0.0000792,0.0001689,0.0001231,0.0001696,315,2024.08.13 18:44:00,1.09507,1.09518,1.09350,Negative,-0.0001320,-0.0000889,0.0000745,0.0001250,87,0,99,0,0,0,0,0,0,0,0,0
316,2024.07.25 19:00:00,1.08470,1.08507,1.08506,Negative,0.0001433,-0.0010296,-0.0006842,-0.0008879,316,2024.08.08 16:45:00,1.09185,1.09228,1.08747,Negative,-0.0010114,-0.0003099,-0.0000476,-0.0000528,316,2024.08.12 21:35:00,1.09287,1.09278,1.09209,Positive,0.0000934,0.0001711,0.0001233,0.0001698,316,2024.08.13 18:43:00,1.09508,1.09520,1.09350,Negative,-0.0001368,-0.0000833,0.0000790,0.0001310,75,1,99,0,0,0,0,0,0,0,0,0
317,2024.07.25 18:00:00,1.08461,1.08504,1.08505,Negative,0.0000399,-0.0010839,-0.0006971,-0.0009034,317,2024.08.08 16:30:00,1.09206,1.09243,1.08747,Negative,-0.0009406,-0.0002375,-0.0000211,-0.0000183,317,2024.08.12 21:30:00,1.09287,1.09277,1.09209,Positive,0.0001021,0.0001710,0.0001228,0.0001690,317,2024.08.13 18:42:00,1.09511,1.09521,1.09350,Negative,-0.0001329,-0.0000749,0.0000842,0.0001381,50,2,99,0,0,0,0,0,0,0,0,0
318,2024.07.25 17:00:00,1.08458,1.08505,1.08506,Negative,-0.0000419,-0.0011273,-0.0007060,-0.0009137,318,2024.08.08 16:15:00,1.09230,1.09258,1.08746,Negative,-0.0007705,-0.0001414,0.0000120,0.0000249,318,2024.08.12 21:25:00,1.09286,1.09277,1.09209,Positive,0.0001168,0.0001721,0.0001226,0.0001687,318,2024.08.13 18:41:00,1.09513,1.09523,1.09349,Negative,-0.0001228,-0.0000650,0.0000899,0.0001457,0,5,99,0,0,0,0,0,0,0,0,0
319,2024.07.25 16:00:00,1.08462,1.08509,1.08506,Negative,0.0000122,-0.0011300,-0.0007017,-0.0009069,319,2024.08.08 16:00:00,1.09248,1.09270,1.08746,Negative,-0.0006531,-0.0000678,0.0000373,0.0000578,319,2024.08.12 21:20:00,1.09286,1.09276,1.09209,Positive,0.0001359,0.0001736,0.0001225,0.0001685,319,2024.08.13 18:40:00,1.09515,1.09524,1.09349,Negative,-0.0001133,-0.0000557,0.0000954,0.0001531,0,10,99,0,0,0,0,0,0,0,0,0
320,2024.07.25 15:00:00,1.08461,1.08512,1.08506,Negative,-0.0000269,-0.0011607,-0.0007060,-0.0009112,320,2024.08.08 15:45:00,1.09266,1.09281,1.08745,Negative,-0.0005263,0.0000028,0.0000609,0.0000885,320,2024.08.12 21:15:00,1.09285,1.09275,1.09208,Positive,0.0001482,0.0001722,0.0001216,0.0001672,320,2024.08.13 18:39:00,1.09517,1.09526,1.09349,Negative,-0.0001127,-0.0000491,0.0001000,0.0001592,0,21,99,0,0,0,0,0,0,0,0,0
321,2024.07.25 14:00:00,1.08460,1.08513,1.08506,Negative,-0.0000337,-0.0011808,-0.0007066,-0.0009107,321,2024.08.08 15:30:00,1.09287,1.09294,1.08745,Negative,-0.0003283,0.0000864,0.0000879,0.0001235,321,2024.08.12 21:10:00,1.09284,1.09274,1.09208,Positive,0.0001667,0.0001719,0.0001209,0.0001663,321,2024.08.13 18:38:00,1.09518,1.09527,1.09349,Negative,-0.0001103,-0.0000420,0.0001047,0.0001656,0,34,99,0,0,0,0,0,0,0,0,0
322,2024.07.25 13:00:00,1.08456,1.08512,1.08506,Negative,-0.0000998,-0.0012166,-0.0007118,-0.0009161,322,2024.08.08 15:15:00,1.09301,1.09301,1.08744,Negative,-0.0001493,0.0001552,0.0001094,0.0001514,322,2024.08.12 21:05:00,1.09281,1.09271,1.09208,Positive,0.0001605,0.0001640,0.0001179,0.0001623,322,2024.08.13 18:37:00,1.09519,1.09528,1.09348,Negative,-0.0001159,-0.0000370,0.0001087,0.0001710,0,48,99,0,0,0,0,0,0,0,0,0
323,2024.07.25 12:00:00,1.08452,1.08512,1.08506,Negative,-0.0001848,-0.0012542,-0.0007170,-0.0009217,323,2024.08.08 15:00:00,1.09302,1.09301,1.08743,Negative,-0.0001649,0.0001625,0.0001112,0.0001537,323,2024.08.12 21:00:00,1.09277,1.09269,1.09208,Positive,0.0001410,0.0001528,0.0001139,0.0001571,323,2024.08.13 18:36:00,1.09521,1.09529,1.09348,Negative,-0.0001223,-0.0000318,0.0001128,0.0001765,0,50,99,0,0,0,0,0,0,0,0,0
324,2024.07.25 11:00:00,1.08450,1.08513,1.08506,Negative,-0.0002356,-0.0012783,-0.0007176,-0.0009211,324,2024.08.08 14:45:00,1.09302,1.09301,1.08742,Negative,-0.0002060,0.0001639,0.0001110,0.0001535,324,2024.08.12 20:55:00,1.09274,1.09266,1.09208,Positive,0.0001222,0.0001428,0.0001105,0.0001525,324,2024.08.13 18:35:00,1.09523,1.09530,1.09348,Negative,-0.0001134,-0.0000221,0.0001183,0.0001838,0,0,99,0,0,0,0,0,0,0,0,0
325,2024.07.25 10:00:00,1.08450,1.08517,1.08506,Negative,-0.0003256,-0.0013104,-0.0007203,-0.0009232,325,2024.08.08 14:30:00,1.09303,1.09301,1.08741,Negative,-0.0002401,0.0001693,0.0001121,0.0001548,325,2024.08.12 20:50:00,1.09270,1.09264,1.09207,Positive,0.0000955,0.0001315,0.0001067,0.0001475,325,2024.08.13 18:34:00,1.09524,1.09532,1.09348,Negative,-0.0001167,-0.0000161,0.0001226,0.0001896,0,0,99,0,0,0,0,0,0,0,0,0
326,2024.07.25 09:00:00,1.08456,1.08522,1.08506,Negative,-0.0002921,-0.0013046,-0.0007108,-0.0009095,326,2024.08.08 14:15:00,1.09306,1.09303,1.08740,Negative,-0.0002414,0.0001854,0.0001164,0.0001604,326,2024.08.12 20:45:00,1.09267,1.09262,1.09207,Positive,0.0000681,0.0001214,0.0001034,0.0001432,326,2024.08.13 18:33:00,1.09526,1.09533,1.09347,Negative,-0.0001203,-0.0000098,0.0001269,0.0001954,0,0,98,0,0,0,0,0,0,0,0,0
327,2024.07.25 08:00:00,1.08457,1.08527,1.08506,Negative,-0.0003490,-0.0013248,-0.0007093,-0.0009061,327,2024.08.08 14:00:00,1.09309,1.09305,1.08739,Negative,-0.0002549,0.0001983,0.0001196,0.0001644,327,2024.08.12 20:40:00,1.09264,1.09261,1.09207,Positive,0.0000363,0.0001115,0.0001002,0.0001390,327,2024.08.13 18:32:00,1.09527,1.09534,1.09347,Negative,-0.0001210,-0.0000025,0.0001315,0.0002016,0,0,96,0,0,0,0,0,0,0,0,0
328,2024.07.25 07:00:00,1.08461,1.08532,1.08507,Negative,-0.0003645,-0.0013309,-0.0007031,-0.0008966,328,2024.08.08 13:45:00,1.09314,1.09308,1.08738,Negative,-0.0002257,0.0002235,0.0001264,0.0001732,328,2024.08.12 20:35:00,1.09262,1.09259,1.09207,Positive,0.0000205,0.0001076,0.0000990,0.0001374,328,2024.08.13 18:31:00,1.09529,1.09535,1.09347,Negative,-0.0001213,0.0000051,0.0001362,0.0002079,0,1,93,0,0,0,0,0,0,0,0,0
329,2024.07.25 06:00:00,1.08464,1.08537,1.08507,Negative,-0.0004076,-0.0013435,-0.0006986,-0.0008894,329,2024.08.08 13:30:00,1.09319,1.09310,1.08738,Negative,-0.0002003,0.0002463,0.0001322,0.0001807,329,2024.08.12 20:30:00,1.09260,1.09258,1.09207,Positive,-0.0000161,0.0000988,0.0000964,0.0001339,329,2024.08.13 18:30:00,1.09530,1.09536,1.09346,Negative,-0.0001228,0.0000124,0.0001408,0.0002140,0,3,87,0,0,0,0,0,0,0,0,0
330,2024.07.25 05:00:00,1.08470,1.08543,1.08507,Negative,-0.0004241,-0.0013467,-0.0006910,-0.0008781,330,2024.08.08 13:15:00,1.09325,1.09313,1.08737,Positive,-0.0001314,0.0002795,0.0001410,0.0001920,330,2024.08.12 20:25:00,1.09258,1.09256,1.09207,Negative,-0.0000433,0.0000945,0.0000952,0.0001323,330,2024.08.13 18:29:00,1.09532,1.09537,1.09346,Negative,-0.0001322,0.0000178,0.0001448,0.0002193,0,6,75,0,0,0,0,0,0,0,0,0
331,2024.07.25 04:00:00,1.08475,1.08549,1.08507,Negative,-0.0004217,-0.0013438,-0.0006813,-0.0008641,331,2024.08.08 13:00:00,1.09330,1.09316,1.08736,Positive,-0.0000956,0.0003004,0.0001456,0.0001979,331,2024.08.12 20:20:00,1.09257,1.09256,1.09206,Negative,-0.0000693,0.0000919,0.0000946,0.0001315,331,2024.08.13 18:28:00,1.09534,1.09539,1.09346,Negative,-0.0001189,0.0000300,0.0001508,0.0002273,0,12,50,0,0,0,0,0,0,0,0,0
332,2024.07.25 03:00:00,1.08482,1.08556,1.08507,Negative,-0.0004298,-0.0013437,-0.0006724,-0.0008510,332,2024.08.08 12:45:00,1.09338,1.09319,1.08735,Positive,0.0000004,0.0003357,0.0001544,0.0002092,332,2024.08.12 20:15:00,1.09256,1.09256,1.09206,Negative,-0.0000994,0.0000896,0.0000941,0.0001308,332,2024.08.13 18:27:00,1.09537,1.09541,1.09346,Negative,-0.0001092,0.0000405,0.0001562,0.0002345,0,24,0,0,0,0,0,0,0,0,0,0
333,2024.07.25 02:00:00,1.08489,1.08563,1.08508,Negative,-0.0004175,-0.0013376,-0.0006614,-0.0008354,333,2024.08.08 12:30:00,1.09342,1.09321,1.08734,Positive,0.0000782,0.0003612,0.0001598,0.0002161,333,2024.08.12 20:10:00,1.09256,1.09255,1.09206,Negative,-0.0001181,0.0000919,0.0000951,0.0001321,333,2024.08.13 18:26:00,1.09539,1.09543,1.09345,Negative,-0.0000893,0.0000534,0.0001623,0.0002426,0,49,0,0,0,0,0,0,0,0,0,0
334,2024.07.25 01:00:00,1.08495,1.08570,1.08508,Negative,-0.0004101,-0.0013332,-0.0006509,-0.0008202,334,2024.08.08 12:15:00,1.09345,1.09321,1.08733,Positive,0.0001437,0.0003794,0.0001626,0.0002196,334,2024.08.12 20:05:00,1.09257,1.09256,1.09206,Negative,-0.0001412,0.0000940,0.0000960,0.0001332,334,2024.08.13 18:25:00,1.09542,1.09544,1.09345,Negative,-0.0000716,0.0000648,0.0001679,0.0002499,0,99,0,0,0,0,0,0,0,0,0,0
335,2024.07.25 00:00:00,1.08503,1.08578,1.08508,Negative,-0.0003987,-0.0013279,-0.0006400,-0.0008046,335,2024.08.08 12:00:00,1.09346,1.09321,1.08732,Positive,0.0001907,0.0003892,0.0001626,0.0002194,335,2024.08.12 20:00:00,1.09259,1.09257,1.09206,Negative,-0.0001432,0.0001031,0.0000990,0.0001371,335,2024.08.13 18:24:00,1.09544,1.09546,1.09345,Negative,-0.0000440,0.0000781,0.0001739,0.0002579,0,99,0,0,0,0,0,0,0,0,0,0
336,2024.07.24 23:00:00,1.08511,1.08585,1.08508,Negative,-0.0003743,-0.0013195,-0.0006280,-0.0007876,336,2024.08.08 11:45:00,1.09346,1.09319,1.08731,Positive,0.0002305,0.0003946,0.0001610,0.0002173,336,2024.08.12 19:55:00,1.09261,1.09259,1.09206,Negative,-0.0001334,0.0001154,0.0001030,0.0001421,336,2024.08.13 18:23:00,1.09545,1.09546,1.09344,Negative,-0.0000407,0.0000835,0.0001774,0.0002626,0,99,0,0,0,0,0,0,0,0,0,0
